ID,IPO Date,Symbol,Company Name,IPO Price,Current,Return
1574,"Oct 25, 2019",CABA,Cabaletta Bio,$11.00,$4.30,-60.91%
1575,"Oct 25, 2019",TFFP,TFF Pharmaceuticals,$5.00,$8.54,70.80%
1576,"Oct 25, 2019",PHAT,Phathom Pharmaceuticals,$19.00,$19.36,1.89%
1577,"Oct 25, 2019",PGNY,Progyny,$13.00,$50.16,285.85%
1578,"Oct 25, 2019",AIH,Aesthetic Medical International Holdings Group,$12.00,$3.18,-73.50%
1579,"Oct 25, 2019",HAPP,Happiness Biotech Group,$5.50,$0.55,-90.00%
1580,"Oct 25, 2019",DAO,Youdao,$17.00,$11.88,-30.12%
1581,"Oct 24, 2019",BRP,BRP Group,$14.00,$33.62,140.14%
1582,"Oct 18, 2019",GLEO,Galileo Acquisition,$10.00,$8.54,-14.60%
1583,"Oct 18, 2019",LATN,Union Acquisition II,$10.00,$9.86,-1.40%
1584,"Oct 17, 2019",IPHA,Innate Pharma,$5.50,$5.02,-8.73%
1585,"Oct 17, 2019",BRBR,Bellring Brands,$14.00,$27.30,95.00%
1586,"Oct 11, 2019",HBT,HBT Financial,$16.00,$18.10,13.13%
1587,"Oct 11, 2019",VIR,Vir Biotechnology,$20.00,$43.37,116.85%
1588,"Oct 10, 2019",BNTX,BioNTech SE,$15.00,$271.46,1709.73%
1589,"Oct 3, 2019",APRE,Aprea Therapeutics,$15.00,$3.34,-77.73%
1590,"Oct 3, 2019",FREQ,Frequency Therapeutics,$14.00,$5.45,-61.07%
1591,"Oct 3, 2019",VIE,Viela Bio,$19.00,$53.01,179.00%
1592,"Oct 3, 2019",MCBS,MetroCity Bankshares,$13.50,$25.43,88.37%
1593,"Sep 26, 2019",OPRT,Oportun Financial,$15.00,$20.66,37.73%
1594,"Sep 26, 2019",PTON,Peloton Interactive,$29.00,$39.19,35.14%
1595,"Sep 19, 2019",DDOG,Datadog,$27.00,$177.49,557.37%
1596,"Sep 19, 2019",PING,Ping Identity Holding,$15.00,$23.10,54.00%
1597,"Sep 19, 2019",XGN,Exagen,$14.00,$11.48,-18.00%
1598,"Sep 18, 2019",NVST,Envista Holdings,$22.00,$41.59,89.05%
1599,"Sep 18, 2019",IGMS,IGM Biosciences,$16.00,$28.28,76.75%
1600,"Sep 17, 2019",APXT,Apex Technology Acquisition,$10.00,$12.11,21.10%
1601,"Sep 13, 2019",NET,Cloudflare,$15.00,$144.34,862.27%
1602,"Sep 13, 2019",SWTX,Springworks Therapeutics,$18.00,$69.00,283.33%
1603,"Sep 13, 2019",EXPC,Experience Investment,$10.00,$8.70,-13.00%
1604,"Sep 13, 2019",STSA,Satsuma Pharmaceuticals,$15.00,$4.75,-68.33%
1605,"Sep 13, 2019",ALRS,Alerus Financial,$21.00,$28.81,37.19%
1606,"Sep 12, 2019",TXG,10X Genomics,$39.00,$146.22,274.92%
1607,"Sep 12, 2019",SDC,SmileDirectClub,$23.00,$2.72,-88.17%
1608,"Sep 11, 2019",SONG,Akazoo,$0.00,$0.00,0.00%
1609,"Sep 9, 2019",NPA,New Providence Acquisition,$10.00,$11.60,16.00%
1610,"Aug 15, 2019",CFB,CrossFirst Bankshares,$14.50,$14.94,3.03%
1611,"Aug 15, 2019",JFU,9F Inc.,$9.50,$1.07,-88.74%
1612,"Aug 14, 2019",PLIN,China Xiangtai Food Co.,$5.00,$1.64,-67.20%
1613,"Aug 9, 2019",THBR,Thunder Bridge Acquisition II,$10.00,$10.87,8.70%
1614,"Aug 8, 2019",INMD,InMode,$14.00,$70.41,402.93%
1615,"Aug 8, 2019",SSPK,Silver Spike Acquisition,$10.00,$18.84,88.40%
1616,"Aug 5, 2019",HKIB,AMTD International,$8.38,$3.14,-62.53%
1617,"Aug 2, 2019",ORSN,Orisun Acquisition,$10.00,$8.17,-18.30%
1618,"Aug 1, 2019",DT,Dynatrace,$16.00,$60.56,278.50%
1619,"Aug 1, 2019",SNDL,Sundial Growers,$13.00,$0.63,-95.19%
1620,"Aug 1, 2019",KRUS,Kura Sushi USA,$14.00,$73.24,423.14%
1621,"Jul 31, 2019",BORR,Borr Drilling,$9.30,$2.01,-78.39%
1622,"Jul 31, 2019",NFIN,Netfin Acquisition,$10.00,$11.40,14.00%
1623,"Jul 26, 2019",VIST,Vista Oil & Gas,$9.00,$5.21,-42.11%
1624,"Jul 26, 2019",SBE,Switchback Energy Acquisition,$10.00,$30.83,208.30%
1625,"Jul 26, 2019",BHAT,Blue Hat Interactive Entertainment Technology,$4.00,$0.42,-89.56%
1626,"Jul 26, 2019",CCX,Churchill Capital Corp II,$10.00,$10.75,7.50%
1627,"Jul 26, 2019",WSG,Wanda Sports Group Co.,$8.00,$2.50,-68.81%
1628,"Jul 25, 2019",PROS,ProSight Global,$14.00,$12.85,-8.21%
1629,"Jul 25, 2019",CSTL,Castle Biosciences,$16.00,$42.82,167.63%
1630,"Jul 25, 2019",FLLC,Fellazo,$10.00,$10.00,0.00%
1631,"Jul 25, 2019",LVGO,Livongo Health,$28.00,$139.77,399.18%
1632,"Jul 25, 2019",HCAT,Health Catalyst,$26.00,$38.42,47.77%
1633,"Jul 25, 2019",NOVA,Sunnova Energy International,$12.00,$27.07,125.58%
1634,"Jul 24, 2019",EIC,Eagle Point Income Company,$19.00,$17.27,-9.11%
1635,"Jul 19, 2019",AFYA,Afya Limited,$19.00,$14.01,-26.26%
1636,"Jul 19, 2019",IFS,Intercorp Financial Services,$46.00,$24.60,-46.52%
1637,"Jul 19, 2019",MDLA,Medallia,$21.00,$33.99,61.86%
1638,"Jul 18, 2019",IHRT,iHeartMedia,$17.00,$20.37,19.82%
1639,"Jul 18, 2019",FULC,Fulcrum Therapeutics,$16.00,$17.77,11.06%
1640,"Jul 18, 2019",CPAA,Conyers Park II Acquisition,$10.00,$8.86,-11.40%
1641,"Jul 18, 2019",PHR,Phreesia,$17.00,$44.18,159.88%
1642,"Jul 18, 2019",AMK,AssetMark Financial Holdings,$22.00,$25.24,14.73%
1643,"Jul 18, 2019",ORCC,Owl Rock Capital,$15.30,$14.13,-7.65%
1644,"Jul 18, 2019",OAC,Oaktree Acquisition,$10.00,$16.38,63.80%
1645,"Jul 18, 2019",MIRM,Mirum Pharmaceuticals,$15.00,$15.69,4.60%
1646,"Jul 17, 2019",DOYU,DouYu International Holdings,$11.50,$2.63,-77.13%
1647,"Jul 12, 2019",SCPE,SC Health,$10.00,$15.84,58.40%
1648,"Jul 12, 2019",PIC,Pivotal Investment Corporation II,$10.00,$19.54,95.40%
1649,"Jul 12, 2019",THCA,Tuscan Holdings II,$10.00,$10.20,2.00%
1650,"Jul 2, 2019",RMBI,Richmond Mutual Bancorporation,$10.00,$16.12,61.20%
1651,"Jun 28, 2019",KRTX,Karuna Therapeutics,$16.00,$122.76,667.25%
1652,"Jun 28, 2019",REAL,The RealReal,$20.00,$11.53,-42.35%
1653,"Jun 27, 2019",CHNG,Change Healthcare,$13.00,$21.05,61.92%
1654,"Jun 27, 2019",MORF,Morphic Holding,$15.00,$48.64,224.27%
1655,"Jun 27, 2019",ADPT,Adaptive Biotechnologies,$20.00,$29.35,46.75%
1656,"Jun 27, 2019",BBIO,BridgeBio Pharma,$17.00,$42.36,149.18%
1657,"Jun 26, 2019",LINX,Linx S.A.,$9.40,$7.50,-20.21%
1658,"Jun 26, 2019",CMBM,Cambium Networks,$12.00,$24.80,106.67%
1659,"Jun 20, 2019",PRVL,Prevail Therapeutics,$17.00,$23.00,35.29%
1660,"Jun 20, 2019",GO,Grocery Outlet Holding,$22.00,$28.50,29.55%
1661,"Jun 20, 2019",BCEL,Atreca,$17.00,$3.10,-81.76%
1662,"Jun 20, 2019",WORK,Slack Technologies,$26.00,$45.20,73.85%
1663,"Jun 20, 2019",SMMC,South Mountain Merger,$10.00,$16.80,68.00%
1664,"Jun 20, 2019",AKRO,Akero Therapeutics,$16.00,$21.42,33.88%
1665,"Jun 20, 2019",PSNL,Personalis,$17.00,$14.67,-13.71%
1666,"Jun 19, 2019",STOK,Stoke Therapeutics,$18.00,$20.38,13.22%
1667,"Jun 14, 2019",CHWY,Chewy,$22.00,$55.22,151.00%
1668,"Jun 13, 2019",FVRR,Fiverr International,$21.00,$121.29,477.57%
1669,"Jun 12, 2019",CRWD,CrowdStrike Holdings,$34.00,$210.31,518.56%
1670,"Jun 12, 2019",MWK,Mohawk Group Holdings,$10.00,$23.70,137.00%
1671,"Jun 7, 2019",RVLV,Revolve Group,$18.00,$55.74,209.67%
1672,"Jun 7, 2019",HYAC,Haymaker Acquisition II,$10.00,$9.52,-4.80%
1673,"Jun 6, 2019",GIX,GigCapital2,$10.00,$10.47,4.70%
1674,"Jun 6, 2019",GOTU,Gaotu Techedu,$10.50,$1.97,-81.24%
1675,"May 23, 2019",BCYC,Bicycle Therapeutics,$14.00,$57.21,308.64%
1676,"May 23, 2019",RTLR,Rattler Midstream LP,$17.50,$10.75,-38.57%
1677,"May 23, 2019",IDYA,IDEAYA Biosciences,$10.00,$22.89,128.90%
1678,"May 21, 2019",GXGX,GX Acquisition,$10.00,$10.20,2.00%
1679,"May 17, 2019",LKNCY,Luckin Coffee,$17.00,$10.10,-40.59%
1680,"May 17, 2019",FSLY,Fastly,$16.00,$40.59,153.69%
1681,"May 17, 2019",AVTR,Avantor,$14.00,$40.95,192.50%
1682,"May 15, 2019",PSTL,Postal Realty Trust,$17.00,$18.20,7.06%
1683,"May 14, 2019",AGBA,AGBA Acquisition,$10.00,$11.02,10.20%
1684,"May 14, 2019",APLT,Applied Therapeutics,$10.00,$9.99,-0.10%
1685,"May 10, 2019",SONM,Sonim Technologies,$11.00,$0.98,-91.07%
1686,"May 10, 2019",JFIN,Jiayin Group,$10.50,$2.50,-76.19%
1687,"May 10, 2019",UBER,Uber Technologies,$45.00,$41.97,-6.73%
1688,"May 9, 2019",CRTX,Cortexyme,$17.00,$12.81,-24.65%
1689,"May 9, 2019",NXTC,NextCure,$15.00,$5.77,-61.53%
1690,"May 9, 2019",HHR,Headhunter Group,$13.50,$52.28,287.26%
1691,"May 9, 2019",AXLA,Axcella Health,$20.00,$2.53,-87.35%
1692,"May 9, 2019",SPFI,South Plains Financial,$17.50,$26.39,50.80%
1693,"May 9, 2019",MEC,Mayville Engineering Company,$17.00,$13.72,-19.29%
1694,"May 8, 2019",PSN,Parsons,$27.00,$32.90,21.85%
1695,"May 7, 2019",LCA,Landcadia Holdings II,$10.00,$25.49,154.90%
1696,"May 7, 2019",TRVI,Trevi Therapeutics,$10.00,$0.69,-93.06%
1697,"May 6, 2019",TBBA,TEB Bancorp,$10.00,$9.30,-7.00%
1698,"May 3, 2019",YJ,Yunji,$11.00,$0.58,-94.73%
1699,"May 3, 2019",RRBI,Red River Bancshares,$45.00,$53.32,18.49%
1700,"May 3, 2019",ATIF,ATIF Holdings,$5.00,$3.00,-40.00%
1701,"May 3, 2019",SCPL,SciPlay,$16.00,$15.31,-4.31%
1702,"May 2, 2019",BYND,Beyond Meat,$25.00,$70.23,180.92%
1703,"May 2, 2019",SY,So-Young International,$13.80,$3.24,-76.52%
1704,"May 2, 2019",TMDX,TransMedics Group,$16.00,$20.98,31.13%
1705,"Apr 30, 2019",WAFU,Wah Fu Education Group,$5.00,$4.10,-18.00%
1706,"Apr 18, 2019",HOOK,HOOKIPA Pharma,$14.00,$2.48,-82.29%
1707,"Apr 18, 2019",ZM,Zoom Video Communications,$36.00,$199.42,453.94%
1708,"Apr 18, 2019",MNRL,Brigham Minerals,$18.00,$20.61,14.50%
1709,"Apr 18, 2019",GNLN,Greenlane Holdings,$17.00,$1.02,-94.00%
1710,"Apr 18, 2019",PINS,Pinterest,$19.00,$36.74,93.37%
1711,"Apr 17, 2019",PLMR,Palomar Holdings,$15.00,$61.78,311.87%
1712,"Apr 17, 2019",TPTX,Turning Point Therapeutics,$18.00,$48.16,167.56%
1713,"Apr 17, 2019",BWAY,Brainsway,$11.00,$7.51,-31.73%
1714,"Apr 12, 2019",JMIA,Jumia Technologies AG,$14.50,$12.99,-10.41%
1715,"Apr 11, 2019",PD,PagerDuty,$24.00,$36.89,53.71%
1716,"Apr 11, 2019",TUFN,Tufin Software Technologies,$14.00,$9.98,-28.71%
1717,"Apr 5, 2019",GHSI,Guardion Health Sciences,$4.00,$0.83,-79.25%
1718,"Apr 4, 2019",TW,Tradeweb Markets,$27.00,$94.42,249.70%
1719,"Apr 4, 2019",RPLA,Replay Acquisition,$10.00,$9.48,-5.20%
1720,"Apr 4, 2019",SILK,Silk Road Medical,$20.00,$42.65,113.25%
1721,"Apr 4, 2019",NGM,NGM Biopharmaceuticals,$16.00,$18.66,16.63%
1722,"Apr 3, 2019",RUHN,Ruhnn Holding,$12.50,$3.40,-72.80%
1723,"Apr 2, 2019",PBTS,Powerbridge Technologies Co.,$5.00,$0.60,-87.93%
1724,"Mar 29, 2019",PUYI,Puyi Inc.,$6.00,$6.30,5.00%
1725,"Mar 29, 2019",LYFT,"Lyft, Inc.",$72.00,$40.91,-43.18%
1726,"Mar 28, 2019",JFK,8i Enterprises Acquisition,$10.00,$9.00,-10.00%
1727,"Mar 28, 2019",WTRE,Watford Holdings,$25.26,$34.99,38.52%
1728,"Mar 28, 2019",DTIL,Precision BioSciences,$16.00,$8.11,-49.31%
1729,"Mar 27, 2019",GNFT,Genfit,$22.00,$5.30,-75.91%
1730,"Mar 21, 2019",LEVI,Levi Strauss & Co.,$17.00,$24.03,41.35%
1731,"Mar 20, 2019",TIGR,UP Fintech Holding,$8.00,$4.97,-37.88%
1732,"Mar 20, 2019",INSU,Insurance Acquisition,$10.00,$11.66,16.60%
1733,"Mar 15, 2019",TRNE,Trine Acquisition,$10.00,$24.77,147.70%
1734,"Mar 8, 2019",FUTU,Futu Holdings,$12.00,$42.42,253.50%
1735,"Mar 8, 2019",CRSA,Crescent Acquisition,$10.00,$8.81,-11.90%
1736,"Mar 7, 2019",SWAV,ShockWave Medical,$17.00,$177.75,945.59%
1737,"Mar 5, 2019",THCB,Tuscan Holdings,$10.00,$10.00,0.00%
1738,"Mar 1, 2019",HCAC,Hennessy Capital Acquisition Corp IV,$10.00,$19.49,94.90%
1739,"Feb 28, 2019",DPHC,DiamondPeak Holdings,$10.00,$18.21,82.10%
1740,"Feb 28, 2019",SHLL,Tortoise Acquisition,$10.00,$44.91,349.10%
1741,"Feb 28, 2019",KLDO,Kaleido Biosciences,$15.00,$2.96,-80.27%
1742,"Feb 26, 2019",SLGG,Super League Gaming,$11.00,$2.58,-76.55%
1743,"Feb 22, 2019",ACAM,Acamar Partners Acquisition,$10.00,$12.30,23.00%
1744,"Feb 19, 2019",SOLY,Soliton,$5.00,$22.58,351.60%
1745,"Feb 15, 2019",MITO,Stealth BioTherapeutics,$12.00,$0.86,-92.83%
1746,"Feb 15, 2019",AREC,American Resources,$4.00,$2.01,-49.75%
1747,"Feb 15, 2019",HOTH,Hoth Therapeutics,$5.60,$0.74,-86.79%
1748,"Feb 14, 2019",TCRR,TCR2 Therapeutics,$15.00,$4.75,-68.33%
1749,"Feb 14, 2019",AVDR,Avedro,$14.00,$22.99,64.21%
1750,"Feb 13, 2019",IMAC,IMAC Holdings,$5.13,$1.18,-76.98%
1751,"Feb 12, 2019",ANCN,Anchiano Therapeutics,$11.50,$75.36,555.30%
1752,"Feb 8, 2019",GOSS,Gossamer Bio,$16.00,$10.82,-32.38%
1753,"Feb 8, 2019",RMG,RMG Acquisition,$10.00,$27.00,170.00%
1754,"Feb 8, 2019",HARP,Harpoon Therapeutics,$14.00,$7.39,-47.21%
1755,"Feb 7, 2019",ALEC,Alector,$19.00,$23.28,22.53%
1756,"Feb 7, 2019",MNCL,Monocle Acquisition,$10.00,$12.20,22.00%
1757,"Feb 4, 2019",IPV,InterPrivate Acquisition,$10.00,$13.04,30.40%
1758,"Feb 4, 2019",INMB,Inmune Bio,$8.00,$10.54,31.75%
1759,"Feb 1, 2019",GMHI,Gores Metropoulos,$10.00,$18.00,80.00%
1760,"Jan 31, 2019",NFE,New Fortress Energy,$14.00,$24.27,73.36%
1761,"Jan 17, 2019",RBKB,Rhinebeck Bancorp,$10.00,$10.61,6.10%
1762,"Jan 9, 2019",BCOW,1895 Bancorp of Wisconsin,$10.00,$10.93,9.30%
1763,"Jan 8, 2019",MDJH,MDJM Ltd.,$5.00,$1.91,-61.80%
1764,"Jan 8, 2019",MTC,MMTec,$4.00,$0.85,-78.73%
1765,"Jan 4, 2019",SXTC,China SXT Pharmaceuticals,$4.00,$0.58,-85.60%
